,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ALL,0.6261869668960571,-1.4296293258666992,0.7275663018226624,-0.1944637894630432,-0.16504189372062683,0.20679815113544464,-0.10025131702423096,0.058021508157253265,-0.9249205589294434,0.926893413066864,-0.39118823409080505,0.316537082195282,0.478893518447876,0.3741849362850189,0.11421320587396622,-0.08784981071949005,-0.7658013701438904,0.14796246588230133
ALLE,0.750922679901123,-0.2797737121582031,0.6858639717102051,0.06369072198867798,-0.4867878556251526,0.8258167505264282,-1.3111249208450317,0.21083419024944305,-0.489785760641098,0.09990379959344864,-1.1009440422058105,0.453838586807251,0.27908870577812195,0.20632635056972504,0.044893089681863785,-0.0477277897298336,-0.646313488483429,-0.20173008739948273
AMAT,1.084986925125122,-1.0885183811187744,1.2306593656539917,-0.05614740774035454,0.4439459443092346,-0.38463032245635986,-0.3848098814487457,1.0183336734771729,-1.185368537902832,0.4811592102050781,-0.8590096235275269,0.6841853260993958,-0.22837592661380768,0.40026190876960754,-0.22094310820102692,0.8701963424682617,-0.6515429615974426,-0.23245908319950104
AMCR,0.22096629440784454,-0.6577653288841248,0.6198052763938904,-0.7426879405975342,-0.5616374015808105,0.5495843291282654,-0.8185890316963196,0.2500053346157074,-0.0356830358505249,0.7946385145187378,-0.10064177215099335,-0.1973356008529663,-0.01981588639318943,0.34100833535194397,0.14777174592018127,-0.8439908027648926,0.09135881811380386,-0.40279313921928406
AMD,2.1690502166748047,-1.9555931091308594,0.9720891118049622,1.6902025938034058,0.053888820111751556,1.3689005374908447,-0.9330042600631714,2.474863052368164,-2.053709030151367,1.173600196838379,0.07266212999820709,1.662084698677063,0.8204760551452637,0.04010489583015442,0.42511165142059326,0.9767661094665527,-0.1014070212841034,0.09699413180351257
AME,0.5953397750854492,-0.988608181476593,0.8523990511894226,-0.3388471305370331,-0.2146841436624527,0.870637059211731,-0.9931432008743286,0.5812433958053589,-0.591162383556366,0.7169338464736938,-0.38098374009132385,-0.22586730122566223,0.6379343867301941,-0.04165275767445564,0.15574929118156433,-0.19843830168247223,-0.433964341878891,-0.2287837117910385
AMGN,0.21313540637493134,-0.8066137433052063,0.6700829863548279,0.09861118346452713,-0.3848581910133362,1.2027337551116943,-0.7186180353164673,0.7167340517044067,-0.7426669001579285,0.5642882585525513,-0.22648316621780396,0.09189623594284058,0.5683226585388184,-0.43065643310546875,-0.1101180911064148,-0.49273231625556946,-0.28090739250183105,-0.11504418402910233
AMP,0.930172860622406,-1.112744688987732,1.0501662492752075,-0.06917459517717361,-0.6811131834983826,1.881522297859192,-1.3901625871658325,0.9530106782913208,-0.8177645206451416,1.1409661769866943,-0.3586968183517456,-0.29084718227386475,0.8477537631988525,0.4506074786186218,0.4948938488960266,-0.6986400485038757,-0.4750572741031647,-0.514022171497345
AMT,0.31596869230270386,-0.9389815330505371,0.7399784922599792,-0.4571002423763275,-0.2882053852081299,0.9580485224723816,-0.949487566947937,0.41981372237205505,-0.4767017364501953,0.20207062363624573,-0.21587049961090088,0.010046713054180145,0.3586728870868683,0.47278907895088196,1.196861743927002,-0.3651096820831299,-0.43459200859069824,0.11504801362752914
AMZN,0.9751282930374146,-0.7389115691184998,0.45426785945892334,0.1539739966392517,0.02683059126138687,0.4244261682033539,-0.18141718208789825,0.7840629816055298,-0.3931301236152649,0.28040212392807007,0.2283765822649002,0.495968759059906,0.9614863395690918,-0.22916844487190247,0.0014895042404532433,0.08907691389322281,-0.10580074787139893,0.1895904242992401
ANET,0.9803232550621033,-0.27518534660339355,0.8887180089950562,-0.6398240923881531,-0.08867604285478592,0.9759143590927124,-0.7195057272911072,0.529961109161377,0.36019831895828247,-0.22561579942703247,0.17344534397125244,-0.18968334794044495,0.7181870937347412,-0.25884562730789185,0.5453406572341919,-0.9117974042892456,0.21373437345027924,0.22650761902332306
ANSS,0.8569708466529846,-0.700067400932312,0.3849717974662781,-0.11912643164396286,0.5574139356613159,0.42836451530456543,-1.1029839515686035,0.9631880521774292,-0.9038752913475037,0.7795020341873169,-0.22735115885734558,0.2983718514442444,0.02245168760418892,-0.3276333510875702,0.5669837594032288,-0.33283910155296326,0.13836796581745148,-0.13174204528331757
ANTM,0.5708187818527222,-1.302965521812439,1.2342041730880737,-0.05074038356542587,-0.1685316562652588,0.13388270139694214,-1.1427946090698242,0.5403469800949097,-0.6195924878120422,0.6719114780426025,0.031409550458192825,0.18582548201084137,-0.13200893998146057,0.14567773044109344,-0.06440635770559311,-0.3613246977329254,-0.2750608026981354,0.21341677010059357
AON,0.4974190890789032,-0.6623204350471497,0.3315698504447937,0.6666935682296753,-0.5647234916687012,0.35913461446762085,-0.02064599096775055,-0.09002821892499924,-0.4183225929737091,0.5847058296203613,-0.04378010332584381,0.003093060338869691,0.4353068470954895,-0.30833977460861206,0.4434378445148468,-0.333373099565506,-0.6159535646438599,-0.0215053241699934
AOS,0.6895898580551147,-0.8584057688713074,0.41892269253730774,0.20773907005786896,-0.45748311281204224,0.5166162848472595,-0.33849215507507324,0.22737789154052734,-0.6795964241027832,0.8697670102119446,-0.12682223320007324,-0.6427575945854187,0.388509064912796,-0.3103780746459961,-0.25824326276779175,-0.480232298374176,-0.415116548538208,-0.47029462456703186
APA,1.6166564226150513,-1.2248408794403076,1.3554362058639526,0.7983376979827881,-0.34991875290870667,0.7725363373756409,-2.0897152423858643,-0.7826598286628723,0.35743841528892517,0.5986148715019226,1.0718915462493896,0.1145290806889534,0.3433142304420471,-1.1500698328018188,1.5360133647918701,-1.2850713729858398,-1.639595866203308,0.45893576741218567
APD,0.6627233028411865,-0.7379040122032166,1.1176601648330688,-0.3739622235298157,-0.12586744129657745,0.924169659614563,-0.8043791055679321,0.8011916875839233,-0.7172810435295105,0.5396379232406616,-0.3917332887649536,-0.29080209136009216,0.5188544988632202,-0.2913266718387604,0.16881205141544342,-0.11812908202409744,-0.1566981077194214,-0.15610851347446442
APH,0.6839265823364258,-0.4678453505039215,0.6969247460365295,-0.3577863574028015,-0.2780783772468567,0.368359237909317,-0.751555323600769,0.578970193862915,-0.35841643810272217,0.36220693588256836,-0.16712231934070587,0.28204765915870667,0.09300492703914642,0.18783263862133026,0.3052162826061249,-0.3437730669975281,-0.4354567229747772,-0.5659180879592896
APTV,0.689664363861084,-0.5016359090805054,0.621972918510437,-0.06675372272729874,-0.9411722421646118,0.4490233063697815,-0.5295009613037109,0.1386730670928955,-0.4391639232635498,1.1654478311538696,-0.29551854729652405,0.1154884397983551,-0.5735955238342285,-0.06224891543388367,1.032930850982666,-0.39393049478530884,-0.17811791598796844,-0.895457923412323
ARE,0.6593079566955566,-1.1841922998428345,0.36683058738708496,-0.25517934560775757,-0.4183075726032257,0.7913689613342285,-0.5877062082290649,0.6178013682365417,0.12288915365934372,0.28353607654571533,-0.18309225142002106,0.06090071052312851,0.9377681612968445,-0.2378673553466797,0.6198605895042419,0.13029877841472626,-0.7737449407577515,0.1589026302099228
ATO,0.06576143950223923,-0.7717586755752563,0.07377443462610245,-0.09497319906949997,-0.04458419606089592,0.6973773837089539,-0.6800491213798523,0.48500823974609375,-0.1427963227033615,0.38574644923210144,-0.7806667685508728,-0.045889727771282196,0.769568681716919,-0.28630128502845764,0.44030117988586426,0.019323857501149178,-0.25348925590515137,0.16164611279964447
ATVI,0.03223124518990517,-0.625809907913208,0.33955609798431396,0.26271113753318787,0.3923947215080261,0.5975096821784973,-1.0161164999008179,0.8630097508430481,-0.35104823112487793,-0.15172989666461945,-0.0027518763672560453,-0.12101294100284576,0.028480295091867447,-0.0015957144787535071,0.14278216660022736,-0.6380533576011658,-0.1797577142715454,0.5064394474029541
AVB,-0.04280436038970947,-0.2650471329689026,0.3433283567428589,-0.1502939611673355,-0.4653007388114929,0.680097758769989,-1.0619615316390991,0.8607077598571777,-0.7334723472595215,0.006552372593432665,-0.19257749617099762,-0.12025491148233414,0.7586378455162048,-0.08245071023702621,0.6158434748649597,0.3536471128463745,-1.1921792030334473,0.43744513392448425
AVGO,1.2981908321380615,-0.3448408246040344,0.3546212911605835,0.01465529203414917,0.5263040065765381,-0.9143934845924377,-1.0714442729949951,1.1360063552856445,-1.0015805959701538,0.3775874376296997,0.12497652322053909,0.38506612181663513,-0.27937212586402893,0.3587219715118408,0.12742359936237335,0.03455134108662605,-0.07394708693027496,0.137356698513031
AVY,0.5473592281341553,-0.09746604412794113,0.6523357033729553,-0.5175517201423645,0.5789305567741394,0.18767273426055908,-0.2757534682750702,0.33900365233421326,-0.761020839214325,0.9583090543746948,-0.6004471778869629,-0.3253050446510315,0.7594209909439087,0.2728840410709381,-0.11975639313459396,-0.2504814863204956,-0.8181118965148926,-0.10607507079839706
AWK,0.057443466037511826,-0.3437119722366333,0.24355252087116241,-0.5747638940811157,0.33369672298431396,0.9943885803222656,-0.7018038630485535,0.9681784510612488,-0.6766224503517151,-0.547218918800354,-0.1453319787979126,0.014511332847177982,0.3600360155105591,0.22659145295619965,0.35875171422958374,-0.14537954330444336,-0.5978562235832214,0.2801763415336609
AXP,0.7977901101112366,-0.3394705355167389,0.8024559020996094,-0.21511632204055786,-0.05110183358192444,0.8341667652130127,-0.5317795872688293,0.6410313248634338,-0.9789385795593262,1.3060487508773804,-0.3656902611255646,-0.2523132264614105,0.5579487085342407,-0.3965860903263092,-0.05777560546994209,-0.6156481504440308,-0.44065260887145996,-0.42643365263938904
AZO,0.19732198119163513,-0.16361600160598755,0.718538224697113,-0.3252120912075043,-0.26119178533554077,0.9359036087989807,-0.9138190150260925,-0.5145803093910217,-0.3002468943595886,0.81411212682724,-0.5991120934486389,1.2327960729599,-0.22351591289043427,-0.4962623715400696,0.21529415249824524,-0.2558784484863281,0.08568763732910156,-0.26355141401290894
BA,0.6952332258224487,-0.2807880640029907,1.237361192703247,-0.9045939445495605,-0.6545706391334534,0.26801082491874695,-1.4988162517547607,0.39191678166389465,-0.3695582151412964,0.4341294765472412,-0.6598725318908691,0.6181505918502808,0.142576664686203,1.2258331775665283,0.4658258855342865,-0.09463025629520416,-1.329236626625061,-0.56544029712677
BAC,0.8967153429985046,-1.2416715621948242,1.350854516029358,-0.23849700391292572,-0.4454038739204407,1.5227289199829102,-1.2011117935180664,0.8139213919639587,-0.8124232292175293,0.8785869479179382,-0.5231063961982727,0.12720394134521484,0.6069548726081848,-0.5644373893737793,0.9942376613616943,-0.799346923828125,-0.6118676662445068,-0.4044207036495209
BAX,0.38213080167770386,-0.9791221618652344,0.7773575782775879,-0.4226483404636383,0.29178446531295776,0.6462970972061157,-0.8336004018783569,0.32238051295280457,0.03580552339553833,0.15403065085411072,0.060140807181596756,-0.20050738751888275,0.3960084617137909,-0.37638720870018005,0.3244001865386963,-0.48577645421028137,-0.4776686429977417,0.0678253099322319
BBWI,1.1091516017913818,0.6387825012207031,-0.689974308013916,-0.6211545467376709,-0.7921117544174194,0.484643816947937,-1.3690824508666992,-0.5774241089820862,-0.7074812650680542,2.010694980621338,0.5347543954849243,-0.18169529736042023,0.9342100620269775,-1.6234716176986694,0.3468337655067444,-1.814488410949707,-0.23932726681232452,0.028234994038939476
BBY,0.18967455625534058,-0.21063651144504547,0.030435632914304733,-0.3257157802581787,-0.6163614988327026,1.2699947357177734,-1.2037233114242554,0.7813000679016113,-0.6032500863075256,0.9787371158599854,-0.37043240666389465,0.3656051456928253,1.4487780332565308,-0.8109441995620728,-0.1042657196521759,-0.17909276485443115,-0.46862003207206726,-0.4292992055416107
BDX,0.5473570227622986,-0.800454318523407,0.717393696308136,-0.25403308868408203,-0.11902385950088501,1.1046265363693237,-0.8033604621887207,0.3250865042209625,-0.11676498502492905,0.18029138445854187,0.11169131100177765,-0.713708221912384,0.5368147492408752,-0.2037184089422226,0.22591982781887054,-0.28080037236213684,-0.6209474205970764,-0.17821422219276428
BEN,0.21900886297225952,-0.44400277733802795,0.3184663951396942,0.4082109332084656,-0.5297889709472656,1.2774991989135742,-0.4562690258026123,0.476158082485199,-0.5706630945205688,0.56456059217453,-0.911267876625061,-0.5421906113624573,0.28149059414863586,-0.8559658527374268,0.5606158375740051,-0.30501842498779297,-0.7147916555404663,0.16159971058368683
BIIB,0.5581905245780945,0.8660776019096375,-0.03921317309141159,-0.6814889907836914,-0.044951874762773514,0.9943018555641174,-0.9333608150482178,0.3640955686569214,-0.1580861657857895,0.20756351947784424,0.1829841583967209,0.14792674779891968,-0.3463481366634369,-0.11309682577848434,0.019159317016601562,0.23532438278198242,0.016264410689473152,0.24045461416244507
BIO,0.2699689269065857,-1.0486282110214233,0.7240736484527588,-0.5815989375114441,-0.19525836408138275,1.3285919427871704,-0.646969199180603,0.4696657955646515,-0.1967671811580658,0.723287045955658,0.03587081655859947,-0.1001199260354042,-0.1765361726284027,-0.20061294734477997,0.7122763991355896,-0.6881426572799683,0.40094152092933655,-0.2061864286661148
BK,0.2712465226650238,-0.4615231156349182,0.6782684922218323,0.05901867523789406,-0.8574257493019104,1.0532280206680298,-0.3113408386707306,0.16180431842803955,-0.7201606631278992,0.6700282692909241,-1.1148622035980225,0.23860962688922882,0.029345527291297913,0.03548698127269745,-0.20683178305625916,-0.3389008045196533,-0.5521722435951233,-0.09910473972558975
BKNG,1.057433843612671,-0.420338898897171,1.0215519666671753,0.11720646172761917,-0.48141390085220337,-0.13802684843540192,-1.1012182235717773,0.8521543741226196,-0.8070634007453918,-0.15260417759418488,0.20195262134075165,0.17293189465999603,-0.33800044655799866,-0.395248144865036,0.3872694671154022,-0.6486405730247498,0.30455073714256287,-0.02816304750740528
BKR,0.5166121125221252,-1.5843114852905273,1.1248269081115723,-0.11691557615995407,-0.11450935155153275,0.6992401480674744,-0.3376816213130951,0.22445154190063477,-1.5392358303070068,1.3954107761383057,-0.06605646014213562,-0.584175705909729,0.9888666868209839,-0.8609294891357422,1.4971411228179932,-0.40844786167144775,-1.2555129528045654,-0.8643462657928467
BLK,0.7287972569465637,-0.43741536140441895,1.257477045059204,-0.2352878302335739,-0.44859686493873596,0.9734025001525879,-0.49294498562812805,-0.04529088735580444,-0.681806206703186,0.7703821063041687,-0.6093029975891113,-0.08926737308502197,0.17159216105937958,0.21522019803524017,0.5680431723594666,-0.6776432991027832,-0.7368971705436707,0.2571728229522705
BLL,0.8360452651977539,-0.5709221959114075,0.6688058972358704,-0.3337642252445221,-0.09962126612663269,0.2617211639881134,-0.24478591978549957,0.7369087338447571,-0.3932240307331085,0.2812346816062927,-0.34657156467437744,-0.3373889625072479,0.615109384059906,0.33428677916526794,-0.10749947279691696,-0.3994945287704468,-0.5027368664741516,0.13965991139411926
BMY,0.8292306661605835,-0.3932478725910187,-0.08184530586004257,-0.30676159262657166,0.3702322244644165,-0.4108884036540985,-0.7024715542793274,0.3924523591995239,-0.9540204405784607,-0.000137411494506523,0.3648897409439087,-0.4142712950706482,0.11896063387393951,-0.0009080241434276104,0.3908390700817108,-0.27281418442726135,-0.36343899369239807,0.4356444478034973
BR,0.4766097962856293,-0.3805186450481415,0.7322828769683838,-0.36058297753334045,0.5377286076545715,0.7924649119377136,-0.8893539905548096,0.3425525426864624,-0.8565568327903748,0.8536242842674255,-0.45323413610458374,-0.03538820147514343,0.5725810527801514,-0.18239043653011322,0.4750632047653198,-0.7744279503822327,0.06065679341554642,-0.2484927475452423
BRO,0.47846850752830505,-0.4681893587112427,0.9252884387969971,0.14004455506801605,-0.24583031237125397,0.5299416780471802,-0.33193138241767883,0.5443230271339417,-0.7409352660179138,0.7206025719642639,-0.2511959671974182,0.01117151603102684,0.932144045829773,-0.23805741965770721,0.20350414514541626,-0.028574571013450623,-0.0721459835767746,-0.0455290749669075
BSX,0.5526524782180786,-0.4098144769668579,0.7168702483177185,-0.18740268051624298,0.0911499410867691,0.17704299092292786,-1.2398089170455933,0.33407846093177795,-0.3622305989265442,0.6449393630027771,-0.13276407122612,0.21988792717456818,0.34179195761680603,0.3519568145275116,-0.28182148933410645,-0.3671053946018219,-0.8717895746231079,0.5661331415176392
BWA,-0.014434116892516613,-0.5686063170433044,0.6651611924171448,-0.0067088184878230095,-0.9023657441139221,0.9118618965148926,-0.33497703075408936,-0.5069076418876648,-0.2116405963897705,0.9267890453338623,-0.27240344882011414,0.14488278329372406,0.335552453994751,-0.13307657837867737,0.016673214733600616,-0.4507423937320709,-0.8687074780464172,-0.6450505256652832
BXP,0.4796965420246124,-0.6607656478881836,0.9507197141647339,-0.5107558965682983,-0.1799442321062088,0.8964146971702576,-1.1391748189926147,0.46116670966148376,-0.4317241609096527,0.2032921314239502,-0.31993216276168823,-0.17292603850364685,0.5114752650260925,-0.14677387475967407,0.3589964509010315,-0.2594747245311737,-1.2010259628295898,0.1716948002576828
C,0.6817636489868164,-1.330573558807373,1.4909876585006714,-0.406053364276886,-0.7260082364082336,1.5333251953125,-1.3413149118423462,0.680339515209198,-0.9235799908638,1.0310328006744385,-0.2341933250427246,-0.10662572830915451,0.11973651498556137,-0.45599791407585144,0.9974007606506348,-0.8240141272544861,-0.6156590580940247,-0.44720834493637085
CAG,1.2333242893218994,-0.7212319374084473,0.3854764699935913,-0.9323996901512146,0.04797428473830223,0.6182693839073181,0.09049258381128311,0.2990759611129761,-0.42999178171157837,0.6185540556907654,-0.4113647937774658,0.27970048785209656,0.31247809529304504,-0.3550225794315338,0.22170770168304443,-0.08860195428133011,-0.45397040247917175,-0.29492321610450745
CAH,0.5822778940200806,-0.6778122186660767,0.989547610282898,-0.6547263860702515,-0.2874830365180969,1.2319250106811523,-1.0394796133041382,0.083201102912426,-0.23828347027301788,-0.14178426563739777,0.7705693244934082,-0.3497225046157837,0.19895657896995544,0.0418531596660614,-0.10194234549999237,0.1744215488433838,-1.3923065662384033,-0.835658848285675
CAT,1.1583044528961182,-0.579322874546051,0.8505251407623291,-0.10287348181009293,-0.4952991008758545,0.7648386359214783,-0.3844974935054779,0.026619039475917816,-0.6148585677146912,0.7755259871482849,-0.5015146136283875,-0.4828026592731476,0.2819445729255676,-0.37132248282432556,0.5564989447593689,-0.44030433893203735,-0.46342533826828003,-0.050869472324848175
CB,0.6553152799606323,-0.5533838272094727,0.6562435626983643,-0.13330411911010742,-0.36556723713874817,0.45289042592048645,-0.6817424297332764,0.5445835590362549,-0.5570322871208191,0.7582727670669556,-0.4465046525001526,0.1476859748363495,-0.08202403038740158,0.3668088912963867,0.3143455982208252,0.20421728491783142,-0.7793631553649902,0.015512851998209953
CBOE,0.8092965483665466,-0.952658474445343,0.5360971093177795,-0.23235462605953217,0.10746436566114426,-0.24273350834846497,-0.16674576699733734,0.4389961063861847,-0.7074750661849976,0.7551607489585876,-0.698909342288971,0.4867255389690399,-0.12029344588518143,0.035023435950279236,0.6820403933525085,-0.3413710296154022,0.5336827635765076,-0.6854890584945679
CBRE,1.274796724319458,-0.6001951694488525,0.7211788296699524,0.22513701021671295,-0.5652061700820923,0.4043736457824707,-0.5357388854026794,-0.31261372566223145,-0.07288851588964462,0.8907017111778259,-1.0638484954833984,-0.19408854842185974,0.7505620121955872,-0.4177705645561218,0.7436365485191345,0.47356683015823364,-1.078115701675415,-0.3531688451766968
