,0,1,2,3,4,5,6,7
DOV,0.14181825518608093,0.37666791677474976,0.032766371965408325,0.3003859519958496,0.028309186920523643,0.042648352682590485,0.6418941617012024,0.24755306541919708
DPZ,0.13711485266685486,0.29175055027008057,0.02882419340312481,0.3090336322784424,0.0437522828578949,0.020981375128030777,0.7217180132865906,0.2704879939556122
DRE,0.1451880931854248,0.4176161289215088,0.017087668180465698,0.24096238613128662,0.0011580485152080655,0.015994437038898468,0.5974835753440857,0.2504279613494873
DRI,0.192596897482872,0.32379573583602905,0.021420538425445557,0.29173606634140015,0.016060924157500267,0.10011649131774902,0.7180246114730835,0.2648140490055084
DTE,0.12793822586536407,0.40035128593444824,0.030241481959819794,0.3107585310935974,0.037904590368270874,0.012559205293655396,0.631354808807373,0.23456808924674988
DUK,0.1427515745162964,0.4321637749671936,0.04523108899593353,0.2826516628265381,0.027104303240776062,0.024986952543258667,0.6363843679428101,0.25973233580589294
DVA,0.13979792594909668,0.33625176548957825,0.05133640021085739,0.2835436165332794,0.022616641595959663,0.018564701080322266,0.664298415184021,0.2548772394657135
DVN,0.1778458058834076,0.21348799765110016,0.17746303975582123,0.478255957365036,0.2841305732727051,0.13880418241024017,0.803403913974762,0.14910469949245453
DXC,0.1489669680595398,0.21491296589374542,0.08735666424036026,0.38949546217918396,0.13201983273029327,0.14770986139774323,0.6924270987510681,0.20478999614715576
DXCM,0.16201823949813843,0.23237399756908417,0.06486593931913376,0.26789921522140503,0.06456658244132996,0.05453529208898544,0.7192997336387634,0.2339099645614624
EA,0.13256579637527466,0.25544315576553345,0.028188621625304222,0.2984845042228699,0.020048066973686218,0.017411595210433006,0.7518736124038696,0.24034592509269714
EBAY,0.14386078715324402,0.28577756881713867,0.02727057971060276,0.25870856642723083,0.01835085079073906,0.05172356963157654,0.7053351998329163,0.24536952376365662
ECL,0.16122299432754517,0.38268011808395386,0.011599091812968254,0.28008806705474854,0.005364342126995325,0.02009699121117592,0.6649900674819946,0.24664421379566193
ED,0.14249394834041595,0.402934193611145,0.051480911672115326,0.2716508209705353,0.017449770122766495,0.007527096197009087,0.6540241837501526,0.2632087469100952
EFX,0.11646991968154907,0.3849553167819977,0.029134098440408707,0.2738933265209198,0.006701044272631407,0.0447436161339283,0.6306456327438354,0.2578159272670746
EIX,0.11090511083602905,0.3209349811077118,0.051316048949956894,0.3402002155780792,0.03480194881558418,0.04871233552694321,0.7384666800498962,0.2487521767616272
EL,0.12141480296850204,0.27166426181793213,0.05234868451952934,0.26021406054496765,0.02394849993288517,0.04661410674452782,0.7122372388839722,0.251758337020874
EMN,0.1536591500043869,0.32770469784736633,0.024973804131150246,0.3207349479198456,0.04303727298974991,0.03648334741592407,0.6776579022407532,0.21291162073612213
EMR,0.10834410786628723,0.313008576631546,0.0039127301424741745,0.3142145276069641,0.03235362470149994,0.039658017456531525,0.7343076467514038,0.24067920446395874
ENPH,0.2867835462093353,0.20900915563106537,0.16100278496742249,0.3737189471721649,0.18769751489162445,0.3737742304801941,0.45075130462646484,0.1977318674325943
EOG,0.14774273335933685,0.24201904237270355,0.09884703159332275,0.43382197618484497,0.18865381181240082,0.09394491463899612,0.8177211284637451,0.1806120127439499
EPAM,0.1860460788011551,0.2918870449066162,0.06058298796415329,0.32142552733421326,0.08823695033788681,0.08513432741165161,0.6485582590103149,0.2620328962802887
EQIX,0.16816844046115875,0.2667490541934967,0.018709372729063034,0.2146548330783844,0.0007986299460753798,0.013206545263528824,0.7578911781311035,0.2541823387145996
EQR,0.09409219771623611,0.40996021032333374,0.024805357679724693,0.31948280334472656,0.034050773829221725,0.015200018882751465,0.6031390428543091,0.22881227731704712
ES,0.14251483976840973,0.3967451751232147,0.04525584727525711,0.2690400779247284,0.026018714532256126,0.015657510608434677,0.6517102718353271,0.2805449366569519
ESS,0.1176026239991188,0.3998852074146271,0.032781217247247696,0.32014015316963196,0.04890952631831169,0.0258413664996624,0.6063641905784607,0.23394674062728882
ETN,0.08868776261806488,0.3251629173755646,0.0010431180708110332,0.3062533438205719,0.0017783602233976126,0.034043435007333755,0.6617170572280884,0.23345208168029785
ETR,0.11215633153915405,0.41006767749786377,0.047567661851644516,0.3525877594947815,0.052298638969659805,0.022405022755265236,0.6530780792236328,0.23203891515731812
ETSY,0.20830431580543518,0.30740463733673096,0.10806716233491898,0.2891058921813965,0.12172059714794159,0.12292271852493286,0.6315531730651855,0.23034821450710297
EVRG,0.14111684262752533,0.386228084564209,0.05145914852619171,0.3063727021217346,0.02401146851480007,0.013041620142757893,0.6885620951652527,0.25313127040863037
EW,0.18632574379444122,0.2713492214679718,0.035257019102573395,0.24831116199493408,0.014884797856211662,0.03235263377428055,0.7204389572143555,0.24942566454410553
EXC,0.1090446263551712,0.40559878945350647,0.02339501678943634,0.32287853956222534,0.031364575028419495,0.030336737632751465,0.6550173759460449,0.22726383805274963
EXPD,0.15250958502292633,0.32536908984184265,0.0064069610089063644,0.2663024067878723,0.004441121127456427,0.050516001880168915,0.72293621301651,0.2791661024093628
EXPE,0.15972334146499634,0.24359966814517975,0.019021721556782722,0.2553049325942993,0.031184867024421692,0.06222964823246002,0.7653769254684448,0.2382795363664627
EXR,0.17731715738773346,0.35723599791526794,0.044022031128406525,0.25599560141563416,0.01901065558195114,0.015044876374304295,0.7375066876411438,0.2571328580379486
F,0.1707998663187027,0.2491326630115509,0.02748473919928074,0.29862549901008606,0.05862906575202942,0.05409631505608559,0.7266436815261841,0.2020948976278305
FANG,0.18246051669120789,0.1886184960603714,0.20267681777477264,0.5513912439346313,0.35656484961509705,0.20876210927963257,0.8080800771713257,0.16287297010421753
FAST,0.14613494277000427,0.33419105410575867,0.034240301698446274,0.2277563214302063,0.020447874441742897,0.024432608857750893,0.69797682762146,0.2861364185810089
FB,0.12139107286930084,0.23351752758026123,0.011205443181097507,0.26547983288764954,0.0023180171847343445,0.06254571676254272,0.7260617017745972,0.2598526179790497
FBHS,0.12551745772361755,0.27630749344825745,0.04017297551035881,0.3435138463973999,0.050836652517318726,0.043663930147886276,0.7115187644958496,0.24177461862564087
FCX,0.18340466916561127,0.2530260682106018,0.03580062463879585,0.26579397916793823,0.03706583380699158,0.16958117485046387,0.6382654905319214,0.223595529794693
FDS,0.18580231070518494,0.33315950632095337,0.022898800671100616,0.2504766881465912,0.00696657644584775,0.01892702281475067,0.6928414702415466,0.2526334524154663
FDX,0.1466665416955948,0.2499091774225235,0.0623047761619091,0.3013032376766205,0.031287021934986115,0.042012084275484085,0.7845005989074707,0.27521324157714844
FE,0.11129938811063766,0.40713387727737427,0.07240567356348038,0.30722248554229736,0.061111465096473694,0.023887908086180687,0.6278548240661621,0.26779404282569885
FFIV,0.15794013440608978,0.25125718116760254,0.013604439795017242,0.2640680968761444,0.019294103607535362,0.01850469782948494,0.7283610105514526,0.24943433701992035
FIS,0.16801977157592773,0.30683350563049316,0.032794419676065445,0.26072749495506287,0.029912885278463364,0.04623519256711006,0.7322420477867126,0.2658498287200928
FISV,0.12469539791345596,0.32322850823402405,0.04174467548727989,0.3108026683330536,0.046254780143499374,0.023404834792017937,0.7460319399833679,0.2904294729232788
FITB,0.13722510635852814,0.30203527212142944,0.02524992637336254,0.3605930209159851,0.08348864316940308,0.05922068655490875,0.6392459869384766,0.22757557034492493
FLT,0.10919946432113647,0.23218248784542084,0.04792916774749756,0.32118216156959534,0.0447382926940918,0.023978516459465027,0.7772652506828308,0.25387778878211975
FMC,0.13574336469173431,0.3165033757686615,0.0060859196819365025,0.37370702624320984,0.015793081372976303,0.019565360620617867,0.7984218597412109,0.23639754951000214
