,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
AVB,0.0005999442902362701,0.019735771610257823,0.00153455566335065,0.5478971962616822,-46.911036987458665,357,0.8829380323490239,6.837525483432147e-06,0.024366752954249896,-0.025240524695766525,-0.04582662505476122,0.0006070427132827161,0.6492280823255531,-0.004689319023480387
AVGO,0.0014410460646932226,0.02414935577700604,0.0020740949760762,0.5502336448598131,-48.788895250596866,165,1.301251697934286,0.0005669403444563831,0.05474259677371405,-0.03584543818180973,-0.05574430598365765,0.0008382424228637103,0.40470002918925974,0.047827405963657525
AVY,0.000937412539991995,0.02096582430977936,0.0005705515208652,0.5186915887850467,-43.79416197491479,179,1.0383719001753942,0.00023989428190450749,0.03903328144186801,-0.02706164149709655,-0.04570672465063828,0.000692950174733274,0.4689139202173344,0.01784768486398131
AWK,0.0008215271539449678,0.017785257308804616,0.00141012772241185,0.5397196261682243,-31.15602858523102,164,0.7036312098707622,0.00034886835437407827,0.03949785615694103,-0.0238568922342809,-0.04197108812420196,0.0005079407983957988,0.38503338084620053,0.009795187822717946
AXP,0.0010349902004561933,0.02595715499250879,0.0011955969838962,0.5245327102803738,-49.63849939891977,254,1.3517371600852672,0.00012697126317992298,0.0352867092588889,-0.03526321031944618,-0.05766305558419062,0.000866145465837548,0.6509954345540124,0.020032963254144533
AZO,0.001319901670713599,0.018692036494133254,0.00084728437848795,0.5327102803738317,-42.142402343749886,183,0.7784507887403143,0.0007969834002198984,0.06424415296015948,-0.023776237479885824,-0.041664113055109225,0.0005492931765960442,0.2647108008501209,0.04213650274726695
BA,-8.360167214082745e-05,0.03501293830705852,-0.00136629220984405,0.4696261682242991,-78.43720140050335,54,1.5620550219781784,-0.0011328999994385809,-0.005787840180999404,-0.04582618198436605,-0.07700258603829653,0.0009823870151574941,-14.663652263184892,-0.026785510531637153
BAC,0.0008353032729526014,0.024346848721482194,0.0007283148801520999,0.522196261682243,-49.27048194911758,287,1.2882328262655574,-3.0057121368636712e-05,0.029418823852673855,-0.03450478843301625,-0.05505093625727886,0.0008310469626229577,0.7096453011269062,0.009889055676151235
BAX,0.00030682243618550145,0.016830691696351673,0.0009492893492473,0.5268691588785047,-23.290463715075006,90,0.6925163053811415,-0.0001583700126327344,0.01115669043944199,-0.0255380179343029,-0.041704137426060835,0.0005017976505585762,0.9232446834702072,-0.02546687564164795
BBWI,0.0017170712719526313,0.04162595259878506,-0.00033091665321045003,0.4929906542056075,-75.2296055815704,508,1.4918847398725004,0.0007149092865913196,0.03839008006153483,-0.05249205982828563,-0.08546449534733229,0.0009436042782336332,1.0091135749920699,0.028665279321514515
BBY,0.0007477891498291055,0.02595884336757127,0.0019184602005485,0.5467289719626168,-44.860221409294276,124,1.1427339938448928,-1.983353401799272e-05,0.024220706673199976,-0.04053816546719277,-0.06314738534885238,0.0007506305417227064,0.9011384414123935,0.0037402374601131524
BDX,0.00028516702430690226,0.01666676310689677,0.0005105260653513999,0.5175233644859814,-29.864677548093475,83,0.5673050874243113,-9.591576146333641e-05,0.009967106641753513,-0.024407959591863024,-0.04100965005717387,0.00043259408488639214,0.9740992779111164,-0.024425951385163652
BEN,0.00027145486799339186,0.024847504216398322,0.00037786622110355,0.5058411214953271,-57.10680971086983,532,1.1310020650830312,-0.0004882869838390902,0.006133704520922884,-0.03742178890005737,-0.0565951153726704,0.000744146367894026,2.274405577427191,-0.021046142428185123
BIIB,5.797191992821626e-05,0.033784310960005406,-0.0005145050674063,0.4883177570093458,-53.27578108436975,270,0.796256611525415,-0.0004769072737094756,-0.0018078124840759816,-0.031139695040405625,-0.061075113999590744,0.0005591343589322853,19.688491746618965,-0.019213381930900632
BIO,0.0011034598197207683,0.02108818170686935,0.00173188757292815,0.5467289719626168,-36.47504814694119,96,0.8157709269214531,0.0005554720362989006,0.046680752961858384,-0.03215387567024082,-0.0479900833816728,0.0005699198159312185,0.4030154970341138,0.024257881753081505
BK,0.00037534234616858997,0.021519809429246778,0.00124838207932905,0.5292056074766355,-49.07373100363035,605,1.0200766859772497,-0.0003098862438946842,0.011909711745525508,-0.03313978900165745,-0.05209586565465776,0.0006828385083993158,1.2338128180801908,-0.01865356603210819
BKNG,0.0005077837407307709,0.02456305708413953,0.00050470367206725,0.5128504672897196,-44.787002532305365,209,1.1472820457313984,-0.0002628940616427734,0.015826048050597105,-0.034856070062569,-0.05681507057033266,0.0007531442255007588,1.188190414388618,-0.008877287107888413
BKR,0.0007093574128868046,0.03081071769654303,0.00041414899656669996,0.5046728971962616,-67.2171460862891,730,1.2688965587642012,-0.0001430139939404717,0.019159235421037223,-0.045787724828995895,-0.06771479053549223,0.0008203599117363001,1.3382539009676269,0.0014897917780016068
BLK,0.0009658714920567164,0.02058035757637317,0.0014354404977563,0.5537383177570093,-42.806731309688594,132,1.1930745897910195,0.0001644329039180082,0.04114718949204629,-0.029021410671574526,-0.048229772936998844,0.0007784535179254917,0.4385170506166149,0.024594659728841554
BLL,0.001016786055965631,0.018549065441913027,0.0012315481750435,0.5373831775700935,-35.70190714087885,250,0.7322652097722611,0.0005248925893838206,0.04839804138538988,-0.025867396073641927,-0.041799632509068825,0.0005237666558946365,0.33838763498936314,0.021823521980562553
BMY,0.0005194525473465313,0.015703764622791785,0.00019652652351724999,0.508177570093458,-31.18789660999396,369,0.59982338434336,0.000116525848216238,0.025497384730141796,-0.022720780930733226,-0.03670991340953333,0.00045056677242275044,0.47474639327070683,-0.010605663794837801
BR,0.0004679092165718522,0.017241631975596708,0.0010885126770018,0.530373831775701,-37.52502025152599,262,0.8457944190075649,-0.00010024661444266582,0.020233676140286573,-0.025517104843915346,-0.041987500445315164,0.0005865136382755222,0.6353238249075382,-0.01625074291246135
BRO,0.0012062656767641922,0.01686908731774474,0.0017379075546639,0.5700934579439252,-34.73510422003354,289,0.8983993867438334,0.0006027728672972021,0.06445031893177285,-0.023450760969773374,-0.0393284184635057,0.0006155881205689147,0.23590666004610616,0.0481258138153721
BSX,0.000445650226508603,0.020211624525623934,0.0013512467096269002,0.5350467289719626,-43.49157637047442,392,1.013185618316363,-0.00023494934238184003,0.01615914678441226,-0.032566045466195,-0.05108274218957374,0.0006790298524242094,0.9166600658216357,-0.01595757934796156
BWA,0.0003418846173107891,0.024876618500204093,-0.00025048910158735,0.4883177570093458,-57.39581309186589,328,1.0416970030579376,-0.00035786725280934447,0.00895768845196311,-0.03833346835998977,-0.0572174121832304,0.0006947879411846648,1.810102346436185,-0.01650728876859234
BXP,0.0003603158184034877,0.023217385478024672,0.0009030947486177499,0.5268691588785047,-51.76597913670056,91,1.018491289523312,-0.00032384779390688125,0.010391704078145655,-0.0337405884565289,-0.052700965445523766,0.0006819622683194985,1.4960403093698125,-0.017170008083303243
C,0.00020416846720501655,0.026885804440224,0.0,0.49883177570093457,-56.79404491832602,107,1.4079672801336132,-0.0007416226164299403,0.003166014554135778,-0.03768998734916505,-0.06256735939795852,0.0008972235502857173,3.540441334028919,-0.02481399135503981
CAG,5.041521593718944e-05,0.020478912742552764,0.0005710383270192501,0.514018691588785,-43.876178936505475,440,0.4117270449665483,-0.00022615922830967997,-0.003351369478117829,-0.028980427732270997,-0.04842787304542959,0.00034660693889370894,8.318636731410379,-0.029133727031259677
CAH,0.0003518719756025654,0.02163606487026447,0.0003004289321478,0.508177570093458,-32.141672885595604,305,0.8859473691907753,-0.00024325628779782107,0.010760938181273829,-0.032751673594023825,-0.05091232053897463,0.0006087059575443417,1.3303682462027802,-0.018116779779151222
CAT,0.00095434610844256,0.021452267614447018,0.00072076381545985,0.5198598130841121,-38.98226319074828,172,1.0102737041716445,0.0002757025952596926,0.038937538185119865,-0.03198874624668595,-0.049608777346920555,0.0006774204531624336,0.48221476645708017,0.017747931286999207
CB,0.0007973399496096588,0.019853086151477163,0.0010423306649772002,0.5268691588785047,-43.02304729633877,253,0.9372168224286066,0.00016777182924712858,0.034165586417483594,-0.02939980473434015,-0.04753126085509759,0.0006370423081686486,0.49432494876361044,0.008523883675942043
CBOE,0.0002915539425540117,0.019265221144529228,0.0003726335964223,0.5128504672897196,-40.70976448590506,387,0.6758210238917107,-0.0001624235806091472,0.008954287221113966,-0.026380091480721297,-0.043369852255944974,0.0004925702584141458,1.2730019786265079,-0.021955629487460552
CBRE,0.0013125268889257204,0.025670949854484915,0.00131913118397505,0.5327102803738317,-53.571984554543064,207,1.2677846228480374,0.00046090241641284194,0.04649143396108466,-0.035261866311756825,-0.06076243433242285,0.0008197453507452551,0.5020831740604238,0.03435071179931
CCI,0.0007523344129172089,0.018379813808416863,0.0014608815396382501,0.5467289719626168,-30.39390392936968,205,0.7964236200783299,0.00021734303258138393,0.03445556089254735,-0.02468311183506127,-0.041956918774671566,0.0005592266636598334,0.44902579203065984,0.005461044548150226
CDAY,0.0012049995392640596,0.02911776493560784,0.0026643546898941998,0.5642523364485982,-54.40454663180267,169,1.2902549462684754,0.0003382808015382657,0.03729516749029182,-0.044435695006862674,-0.07194333429547756,0.0008321645774557373,0.7036054431714762,0.023217647597909993
CDNS,0.0016985480799390888,0.023276119286731456,0.0025845163004225,0.5619158878504673,-32.11696829091155,136,1.232537974084645,0.0008706002699444375,0.06785926989950869,-0.03806432586497853,-0.053880119500142626,0.0008002647178417175,0.3189652006021405,0.06558025406831507
CDW,0.001149509036677145,0.02237409986429993,0.0014251005833072002,0.5350467289719626,-44.99066938215357,278,1.2068763072018787,0.0003387992520765408,0.04605599438097298,-0.03294627709583627,-0.051041553816254616,0.0007860816527908566,0.43549056924749213,0.032629193449041916
CE,0.0006908603379621426,0.023298866857741487,0.00089420440279455,0.5210280373831776,-53.59133431576977,240,1.18329391810305,-0.00010400815994438027,0.024542511977337988,-0.0323093100352638,-0.056036208186770714,0.0007730477933704455,0.7857408611065915,0.001171939084522206
CERN,0.0005813689066764718,0.016033575647422763,0.0003676475595566,0.5151869158878505,-31.82101648483574,232,0.6211573973372737,0.00016411125003565948,0.028834571763358744,-0.024906897355595425,-0.03609582115674807,0.0004623579664816131,0.4421900536636184,-0.006266011199472757
CF,0.0012145559736368777,0.028017703651812772,0.00110215477958925,0.514018691588785,-60.61114195848671,625,1.126633120746797,0.000457748926225217,0.03910057612870704,-0.03795727238682535,-0.06191253595134479,0.000741731675894185,0.6463199185215123,0.023558193537455748
CFG,0.0008356448359838416,0.03075785738413723,0.00145327951284,0.5151869158878505,-62.51529215756268,250,1.4555883217636698,-0.0001421353124558334,0.023298021314898016,-0.042119345859606874,-0.06895688742154088,0.0009235434434678095,1.1321146857194462,0.006933921173135834
CHD,0.0006942317686420907,0.01572811267508761,0.0009514175809080499,0.5362149532710281,-24.887892184907145,323,0.4362759513571058,0.00040116678721812505,0.03657044945421385,-0.0209922603945577,-0.03714123596886473,0.0003601749872147865,0.3563270070514222,0.001360903142949808
CHRW,0.00036337534831953054,0.017947895774934625,0.0012860885786981,0.5432242990654206,-34.896567293108916,415,0.5852260042898729,-2.9745674149222253e-05,0.013613168492605727,-0.025785942327292175,-0.042971868184865605,0.00044249887910091076,0.8864854598354784,-0.018185776154915456
CHTR,0.0008570869485884455,0.01789327266288382,0.00113168324261135,0.5385514018691588,-33.01786992429329,103,0.7339781916273959,0.00036404279975153244,0.04124674918030777,-0.0238687193585762,-0.04037981080387233,0.0005247134117384135,0.3735551067667041,0.01234499291143753
CI,0.00044261074769717085,0.023766190068890504,0.00032669863059605,0.5105140186915887,-42.154421065218195,529,1.092162255773218,-0.0002910407639309441,0.013614429898593206,-0.03412939532442648,-0.054942915280957676,0.0007226798145122558,1.2761366354733912,-0.012711041311908446
CINF,0.0009199982303324918,0.023642106027510632,0.0011180729976892501,0.5327102803738317,-58.65769576566983,397,1.0875674233356647,0.00018943326170260775,0.03387814141231173,-0.0314294567049151,-0.05552248953721389,0.0007201402753756383,0.6075546223757927,0.013857908150080596
CL,0.0002539574161782238,0.014323313058085204,0.0005080270953545,0.5233644859813084,-22.572720657924982,131,0.5818464230453325,-0.0001368933988413879,0.009418896074079107,-0.0195335277324696,-0.03310552101141884,0.00044063100275231024,0.80784133043761,-0.03185059798954008
CLX,1.3872749912615995e-05,0.017119742681294847,0.0007743830185343501,0.522196261682243,-46.31950879203085,300,0.2415526299726487,-0.0001483883529412976,-0.006143484227126723,-0.02309606386398695,-0.04333608385128341,0.00025255245642859833,21.126711814159783,-0.03299701643830504
CMA,0.0006661349882489178,0.03088876449544668,0.00073522153907975,0.5163551401869159,-70.50164199158027,674,1.350897872808306,-0.00024132016431846156,0.017711532919419456,-0.04350142070447913,-0.07122506558473028,0.0008656815962806762,1.432315955304,-0.0002271905425274586
CMCSA,0.0004776125133719535,0.01773831865651963,0.00063025352851415,0.5280373831775701,-31.747372275904574,205,0.8766714917891564,-0.0001112847514369674,0.02021414212178141,-0.02751440343018495,-0.04202478532842299,0.0006035792300721166,0.6587933522486917,-0.015243141112756532
CME,0.0005728571471618215,0.01963036294609376,0.00103774493429615,0.5350467289719626,-37.6022938606762,428,0.857002628781414,-2.8277117052546855e-06,0.023117734978226976,-0.02439411986441485,-0.04600431962977344,0.0005927083554407174,0.6726827993760133,-0.006372807887626338
CMG,0.0017872031892104151,0.023435650433991814,0.0011589033394996998,0.5350467289719626,-50.18311722816318,99,0.9147270880655178,0.0011727423732107458,0.07118025483701745,-0.03200380199499545,-0.050603646209204475,0.0006246123531347266,0.30731240553957934,0.05713836214772613
CMI,0.0006962679589694276,0.019871613084949464,0.00051674033886445,0.514018691588785,-44.883071878029114,173,0.9445616360826219,6.176601708778604e-05,0.029047482831627232,-0.028173836035306325,-0.04327478653040919,0.0006411017471099009,0.5671394202634471,0.001673110561030505
CMS,0.0004500495899058706,0.016020658935371152,0.00093675474452255,0.5362149532710281,-29.552718716878946,76,0.5964934856341724,4.9359724367518726e-05,0.02066094610674534,-0.0210567592918321,-0.038635510940796286,0.0004487263553438076,0.5702960706556118,-0.015029508145954454
CNC,0.0006343937859423322,0.025465020048947795,0.0002225896048859,0.5023364485981309,-41.79663691429708,619,1.029862784563276,-5.740853982974189e-05,0.020237414535866704,-0.03552640600613445,-0.055183737341986706,0.0006882472323716841,1.0221841078251992,-0.0017934560971002045
CNP,0.0003197783828857985,0.02274326469205114,0.0011110110665465,0.5362149532710281,-61.46496646984308,16,1.009370529807303,-0.0003582584299334916,0.008825943265231206,-0.028048226921801825,-0.05422469522910278,0.000676921273556516,1.617545514442814,-0.019961145201920844
COF,0.0009702450386547468,0.029176170579633884,0.0011172283229788499,0.5233644859813084,-60.40651965908977,241,1.455468360995054,-7.454527070440624e-06,0.02917440509486523,-0.04231818814195685,-0.0685443992072794,0.0009234771417972049,0.8773545813459225,0.013856036573803373
COO,0.0007673846155988104,0.01860904778824589,0.0016721034097228501,0.552570093457944,-32.37402216462178,182,0.8711921009274918,0.00018216808903845274,0.034839880252266496,-0.024083103709737028,-0.04417279571729324,0.0006005508002594659,0.4512687022204567,0.006831221036489276
COP,0.0008881858053160974,0.030376871027254844,-0.0004005927736413,0.4894859813084112,-67.9122440386782,660,1.2945442594548093,1.8585754775869733e-05,0.025319862127287224,-0.039428381220391995,-0.06565093440919208,0.0008345352577479885,1.038920333879998,0.008831813781522627
COST,0.0011549025725837035,0.014572391420331102,0.0018569603365288,0.5572429906542056,-20.95935043783711,139,0.6570911944188601,0.0007135066668795414,0.07108338800801636,-0.021236732294757824,-0.03160390348557322,0.0004822183825590597,0.1838722994895301,0.03960641170227069
CPB,0.00027281511317115196,0.017033677848046165,0.00023158426999575,0.5046728971962616,-25.872957402853558,132,0.31792637934045653,5.9250537434694706e-05,0.009027263254316548,-0.02293096108390455,-0.03991635584145116,0.00029476381629116484,1.063526788008236,-0.020918868663068503
CPRT,0.0013230965844961793,0.02048645031621449,0.0013911604162977,0.5502336448598131,-43.751197340385716,136,1.051563552354209,0.0006167169365275628,0.05877294245043452,-0.0292523660665724,-0.047412668890538884,0.0007002411298312108,0.3172063562680421,0.0464787077666145
CRL,0.0012792787106813371,0.023417074883061686,0.0019706963844602,0.544392523364486,-44.54412719707652,178,1.1681958124040186,0.0004945522479992173,0.04954637150146153,-0.0360153373221064,-0.05385389998959938,0.0007647031516816415,0.42864732407441153,0.03645449728876874
CRM,0.0008225285005374961,0.02489356187663585,0.0008672122394981999,0.5315420560747663,-38.52755241356757,267,1.1804549172706509,2.956707938737372e-05,0.028259551002628412,-0.03751729093155865,-0.055707836792328685,0.0007714786929036163,0.753395684770741,0.008129474794651873
CSCO,0.0004256494879436244,0.019038472429642506,0.0009468612462292,0.5257009345794392,-42.80792213732894,530,1.0076449657792956,-0.0002512281906436715,0.01610433137580054,-0.028129838826381925,-0.045911504436304935,0.0006759675636135703,0.8515537847945553,-0.01964101519982423
CSX,0.0007747749041994169,0.020150581379609383,0.0003277799116123,0.5128504672897196,-40.80973486859225,366,1.0996470368939517,3.609554899366052e-05,0.03254135812752957,-0.026620104726977598,-0.045992918622566194,0.0007268166127183814,0.5240824499289015,0.008062332343030705
CTAS,0.001205287701034243,0.02164136420701401,0.0019563399899189,0.5607476635514018,-48.379677736953006,148,1.1645901630889837,0.00042298330527156956,0.050192773043141674,-0.028410601836716023,-0.04994358318537177,0.0007627103287282707,0.3885782990556883,0.03779513172154113
CTLT,0.0014496701448228806,0.024615593126028786,0.00194795568420555,0.544392523364486,-41.30262062730097,132,1.1087266341523725,0.0007048916406871889,0.054056082214336214,-0.034275939742300046,-0.054901535572366524,0.0007318348572127903,0.41797606656252645,0.041040766133904685
CTRA,0.0004518578644694956,0.026472006500603096,0.00062608779295185,0.5093457943925234,-50.74735662203884,85,0.6932854195473545,-1.3851230815576125e-05,0.012572157891178153,-0.0368676993786414,-0.0555673000333266,0.0005022227358151486,1.5508574338762682,-0.008816404071121215
CTSH,0.0004777907722142671,0.020820597639555367,0.0,0.49883177570093457,-44.2225181481923,379,1.0990269013053664,-0.0002604720117269405,0.017230204405136815,-0.028075406331279154,-0.04959179840831739,0.0007264738671191402,0.9072952247680811,-0.014034349897774604
CTXS,0.00017772850292387826,0.019727508372483757,0.00076377850211615,0.530373831775701,-53.06742787463209,239,0.5616554770557161,-0.00019955920096624606,0.00297457148506946,-0.0280952461853051,-0.04744204102127722,0.0004294715756692058,2.1897139748771846,-0.02589251993738582
CVS,0.0006338404827411913,0.018691941715177133,0.0003197976076473,0.5058411214953271,-35.482674382174636,619,0.7595024747559583,0.0001236505949799492,0.027540898186921924,-0.0258725077971549,-0.041607785874931275,0.0005388205455283899,0.5512249447567092,-0.002425037622691199
CVX,0.0007148268392038012,0.02437394695593558,0.00064937310809215,0.5233644859813084,-57.19924132452965,696,1.1343872152550445,-4.7188960961593485e-05,0.024443280410565475,-0.030831639898099776,-0.05299916658277508,0.0007460173221588418,0.8310953893008249,0.0023466513646197337
CZR,0.0021277513320826905,0.0507856392220898,0.00165207942726945,0.5268691588785047,-89.7797613647995,193,2.0871916757489366,0.0007256965367659163,0.039552592894437036,-0.06294770652506933,-0.11729285911798518,0.0012726272148704725,1.2121628652309222,0.033103448043618186
D,0.0002878714608908693,0.01794222955663966,0.00047926117255355004,0.5186915887850467,-33.864145466211134,60,0.7139008477947848,-0.000191685888183087,0.009409301185803617,-0.021747351825229775,-0.04195852846464215,0.0005136167719555296,1.1182893936998968,-0.025025832906291505
DAL,0.00013726687762286342,0.03285854057340826,-0.000584079380172,0.47897196261682246,-69.61684518616413,151,1.293869608857493,-0.0007318799816191616,0.0005544755870864466,-0.04226386970148612,-0.07679835402665512,0.0008341623819970853,7.865580592433339,-0.01941782579060159
DD,0.0002833352208905606,0.024564195527436973,0.00036491776926625,0.5058411214953271,-66.57829014181522,546,1.1581231937419305,-0.0004946250384472927,0.0066880920915745245,-0.03652014565432843,-0.0557004404036813,0.0007591360696066712,2.1296318192054926,-0.02116441419214625
DE,0.0015135041821213557,0.022136067152965816,0.00146978618304625,0.5280373831775701,-38.18131277012095,191,1.0727365250042349,0.0007929017542422992,0.0629947747012913,-0.03259504329927808,-0.05061064147721011,0.0007119433177595047,0.32375560952452165,0.05239974161225089
DFS,0.0010765701201843037,0.032942417315267834,0.0011563435211085502,0.5292056074766355,-72.8231632711715,364,1.6700783073290804,-4.529200994567335e-05,0.029066552462526825,-0.039895008357693745,-0.07741865034990555,0.0010420909030669915,1.0080187423253735,0.01637755769828087
DG,0.0009884117155991394,0.0163243246976816,0.0005376529429895001,0.5210280373831776,-20.95522182367334,190,0.5535846473469203,0.0006165455288733848,0.05325574641841009,-0.022808254994672275,-0.037198144203408924,0.0004250108715654071,0.2696078695038583,0.020242032191087566
DGX,0.0006598941309539469,0.01831715929724221,0.00151691926244895,0.5385514018691588,-36.60097152108213,124,0.6651970808130618,0.00021305315902930675,0.029526767940908638,-0.025338168904263,-0.04379731777743652,0.0004866984623040376,0.5084426561507972,-0.0007229849480058245
DHI,0.0013755736175990359,0.0263703136790407,0.00143435475698345,0.5257009345794392,-53.61804828281749,145,1.1225386733625435,0.0006215169834129381,0.047649262494367364,-0.03874774847865314,-0.060935985877401566,0.0007394686968810332,0.5055297910879972,0.03343746330004154
DHR,0.0014264837041909194,0.01689807568079736,0.00164769547184315,0.5537383177570093,-28.192844011672246,65,0.788037077592186,0.0008971259186252569,0.07737189191483175,-0.025896559541084475,-0.038148259959856434,0.000554591466804688,0.2001740089108919,0.05806251064693071
DIS,0.0004296068290895656,0.021362010522261214,7.223453363425225e-05,0.5023364485981309,-43.444999682527666,255,1.0026394039234676,-0.00024390840220323354,0.01453792046953234,-0.02951262890675475,-0.04696311770856811,0.0006732010165400055,1.0622165725816728,-0.015229671984677708
DISCA,0.00020056470128866088,0.030014817309559964,-0.00016181600332185,0.4941588785046729,-71.19192287310733,541,0.8562435041747413,-0.0003746102215206038,0.0027158946663012997,-0.04200602832295775,-0.06871947584598821,0.0005922887913598908,4.491763766694239,-0.017136431083469558
DISCK,0.0002989835663160819,0.029275170572787005,0.0003425571443055,0.5023364485981309,-67.1515146891274,283,0.8697741782903814,-0.0002852804817269228,0.006146367168761228,-0.04013445125719833,-0.06743684492194123,0.0005997671220560546,2.8664973885545475,-0.014021637039525019
DISH,0.00042992420340948716,0.02939949605375363,0.0,0.49649532710280375,-58.04438205561387,445,1.3795238971166779,-0.0004967602586260825,0.010574214734615372,-0.04407866907561278,-0.07118202084551503,0.0008815030457121557,2.010425003663802,-0.010730152887448765
DLR,0.0004244009486882903,0.01919010984351195,0.00139475037483725,0.5327102803738317,-25.238876362308638,213,0.7335980443071786,-6.838783913917145e-05,0.01591201572740915,-0.028127014387508725,-0.04571434884457069,0.0005245033063623215,0.8677179373520448,-0.014953310218349902
DLTR,0.001007696477253833,0.023415146075188988,0.0008929831392078,0.5233644859813084,-44.63863699491005,363,0.7175800676353736,0.0005256676408313699,0.037951881886734776,-0.026762246660130874,-0.04938016243240644,0.0005156502569420615,0.5440815544146558,0.01566603303770889
DOV,0.0009628947370433136,0.019704584883768427,0.0013518205074184,0.5362149532710281,-45.488655983393386,186,1.1054627208975671,0.00022030874128314316,0.04282491222085121,-0.027177741415195876,-0.04533629902284967,0.0007300309099390315,0.4032327216097036,0.02432957074701649
DPZ,0.0007429342510577011,0.021292960050789823,0.00041822211145875,0.5116822429906542,-31.568411925481467,201,0.49363984006102724,0.0004113355229875432,0.029300136313689277,-0.028478742199395526,-0.04496197565903854,0.0003918796994914642,0.6102695454934923,0.0033350825084674106
DRE,0.0010065804946624553,0.018718858704468405,0.0011078305949305499,0.5373831775700935,-32.655167691450984,109,0.950299486585361,0.0003682241962760191,0.04741383487247393,-0.023089123903158197,-0.04269600331256975,0.0006442730261738932,0.34810496831190196,0.025823685237220603
DRI,0.0007688603306449673,0.03205864611749994,0.0,0.49883177570093457,-73.22254454093398,354,1.388974261498248,-0.000164172340255472,0.020269499504616734,-0.03868949996356867,-0.07314652332525119,0.000886726211198267,1.3367275562584278,0.0037595851360265253
DTE,0.0004975463567120719,0.018358233247659065,0.00105173211047535,0.5420560747663551,-43.08683686093945,205,0.8328964116265287,-6.194533803325372e-05,0.020617383631549444,-0.022573704682095522,-0.04412516057133758,0.0005793849790755007,0.6773735219419758,-0.012248891651510063
DUK,0.00041881635233108593,0.016363585233122955,0.00082011383680795,0.5420560747663551,-37.37186240871516,305,0.6890761342186529,-4.40651882312769e-05,0.018319257608453612,-0.02068225124067205,-0.03824831213243116,0.0004998962864887137,0.639342089178988,-0.018290073827597227
DVA,0.0008371201900596461,0.02174008836986009,0.001033780472699,0.5315420560747663,-42.92850009998016,294,0.8203379613338381,0.00028606453674702523,0.03302988280431945,-0.03168916226238247,-0.050671232896686694,0.0005724439912490688,0.5645920955456233,0.008932515554633081
DVN,0.001529241290910369,0.041741345960567035,0.0006936615043969,0.5070093457943925,-84.61319718176753,615,1.5884905743097042,0.00046218508667974405,0.033784096784875046,-0.05626879050398028,-0.08859299267104287,0.0009969978025270887,1.1393492792510969,0.02377940938595268
DXC,-0.00028604024932071803,0.04114812556520907,0.0004741779857636,0.5046728971962616,-87.74032114786911,0,1.7263739105386862,-0.0014457185136142986,-0.009844625066247021,-0.0533941402275513,-0.0952879051432711,0.001073205179705642,-5.9193356233995384,-0.027700883870789193
DXCM,0.0019502319138989918,0.030606079837274022,0.0030509673073362,0.5490654205607477,-42.218162958597674,242,1.002959406619164,0.0012765017232810724,0.05983073639575495,-0.044982362199244674,-0.06679342707618591,0.000673377880306114,0.4803183233387019,0.04723879444915153
EA,0.0005007641571854651,0.0208897387071011,0.00038741350829380003,0.508177570093458,-24.24979553624721,211,0.6572907863027597,5.923417718368138e-05,0.01827292066645564,-0.03230257772590822,-0.047627546625741146,0.00048232869591812187,0.8714305466741663,-0.00885883885892742
EBAY,0.0010086335956514024,0.02028869429658474,0.00106307926888755,0.5257009345794392,-37.8831075219262,196,0.7193155676635854,0.0005254389505659886,0.04384638871282762,-0.0325497060923733,-0.04620774445382291,0.0005166094584587965,0.4081076795726081,0.018753924182112823
ECL,0.00036939749609971365,0.02005194034590233,0.0010764105443651,0.530373831775701,-40.45932068169219,349,1.0533699349319512,-0.0003381955753338998,0.012485069910117417,-0.02614075000603633,-0.04684411855619582,0.0007012395077512384,1.0884760072306763,-0.02265730485263822
ED,0.0003146879634204943,0.016669420509242642,0.0011440132610235,0.5432242990654206,-31.02174377490424,85,0.5253899803301245,-3.8238674746993205e-05,0.011736481437036107,-0.021323195802670475,-0.0387826159673228,0.00040942783098532983,0.8830003445116287,-0.02183036532613968
EFX,0.0010352931841117493,0.020507327022668463,0.00147528686374505,0.5572429906542056,-35.80019732677188,127,0.8898653645129248,0.0004375330377878756,0.04467893665767984,-0.03002660692690835,-0.047573064639141634,0.0006108714124532875,0.40621388034683903,0.02243298046809284
EIX,0.00015362497959062703,0.021783386852635755,0.00048715241979745,0.5128504672897196,-43.13298854712703,177,0.8145034428587761,-0.0003935113812576879,0.001587327112029146,-0.030133409378731872,-0.054426846185751325,0.0005692192843175083,3.0887941794104914,-0.027813366955182946
EL,0.0011431111421908757,0.02080062704990224,0.0015471159881146,0.5467289719626168,-34.33691027987676,154,1.0157970660684124,0.00046075735355817233,0.049232339038936306,-0.03390832387577322,-0.04960976679625862,0.0006804731855293209,0.3784987038442134,0.031507800905421525
EMN,0.0006361775666609435,0.023179435572076947,0.00040819360433185,0.5163551401869159,-54.62174931197899,397,1.123841003648717,-0.00011875389777866259,0.022309859358106365,-0.03267156751050665,-0.0532036119290831,0.0007401884878147588,0.8445538818039109,-0.0021080782468057857
EMR,0.0006466843377159405,0.022157057423407255,0.0007854578382706,0.5198598130841121,-51.09798319260213,210,1.143524521889378,-0.0001214693772043844,0.023813483378479362,-0.030173021282167374,-0.050589395569910704,0.0007510674623144467,0.7591573895204067,-0.001650968691823631
